Name,Salary,Age,GP,GS,MIN,FG%,3P%,FT%,OR,DR,AST,STL,BLK,TO,PF,PTS,Position,SalaryCap
Bismack Biyombo,2798040,19,63,41,1455,0.464,0,0.483,113,255,27,20,115,71,145,327,C,58044000
Derrick Brown,854389,24,65,17,1443,0.518,0.25,0.667,95,141,67,48,12,55,96,524,SF,58044000
D.J. Augustin,3236470,24,48,46,1408,0.376,0.341,0.875,24,85,307,36,1,110,65,532,PG,58044000
D.J. White,2001167,25,58,11,1098,0.493,1,0.705,50,159,47,17,23,43,94,392,PF,58044000
Boris Diaw,9000000,29,37,28,1018,0.41,0.267,0.63,47,148,158,20,19,84,71,272,PF,58044000
Tyrus Thomas,7305765,25,54,30,1013,0.367,0.333,0.759,49,151,35,36,60,53,144,304,PF,58044000
Corey Maggette,10262069,32,32,28,881,0.373,0.364,0.856,21,104,39,23,1,59,83,480,SF,58044000
Reggie Williams,2500000,25,33,13,747,0.416,0.308,0.725,27,66,60,20,3,33,34,274,SF,58044000
Matt Carroll,3900000,31,53,2,596,0.331,0.186,0.789,8,50,38,16,7,24,52,142,SG,58044000
Cory Higgins,473604,22,38,0,423,0.325,0.2,0.7,7,28,36,5,6,39,40,150,PG,58044000
DeSagana Diop,6925400,30,27,9,325,0.357,0,0.167,33,52,23,6,13,19,36,31,C,58044000
Eduardo Najera,2750000,35,22,0,270,0.375,0.276,0.5,11,39,12,19,4,7,40,58,PF,58044000
Josh Smith,12400000,26,66,66,2329,0.458,0.257,0.63,136,496,257,93,115,164,172,1239,PF,58044000
Jeff Teague,1579920,23,66,66,2183,0.476,0.342,0.757,21,138,321,106,37,134,145,831,PG,58044000
Joe Johnson,18038573,30,60,60,2127,0.454,0.388,0.849,53,168,232,48,13,116,75,1129,SG,58044000
Zaza Pachulia,4750000,27,58,44,1640,0.499,0,0.741,154,303,79,55,29,81,172,455,C,58044000
Marvin Williams,7500000,25,57,37,1500,0.432,0.389,0.788,76,218,71,47,18,39,84,579,SF,58044000
Kirk Hinrich,8100000,31,48,31,1237,0.414,0.346,0.781,11,90,132,38,11,58,100,316,SG,58044000
Ivan Johnson,473604,27,56,0,934,0.513,0.333,0.72,65,161,32,43,18,69,116,356,PF,58044000
Willie Green,1223166,30,53,2,922,0.471,0.442,0.857,15,65,40,23,6,33,74,404,SG,58044000
Tracy McGrady,1352181,32,52,0,837,0.437,0.455,0.675,23,131,110,16,15,53,35,273,SF,58044000
Vladimir Radmanovic,1352181,31,49,3,755,0.376,0.37,0.759,34,109,54,21,15,35,62,220,SF,58044000
Jannero Pargo,1223166,32,50,0,671,0.415,0.384,0.95,9,64,96,20,2,49,64,282,PG,58044000
Al Horford,12000000,25,11,11,348,0.553,0,0.733,26,51,24,10,14,16,21,136,C,58044000
Jason Collins,1352181,33,30,10,308,0.4,0,0.467,12,36,10,4,3,10,34,39,C,58044000
Jerry Stackhouse,1352181,37,30,0,273,0.37,0.342,0.913,6,17,14,10,3,13,12,108,SF,58044000
Erick Dampier,850522,36,15,0,83,0.125,0,0,10,15,4,1,4,3,9,2,C,58044000
Donald Sloan,122237,24,5,0,20,0.375,0,0,1,4,5,1,0,2,3,6,PG,58044000
LeBron James,16022500,27,62,62,2326,0.531,0.362,0.771,94,398,387,115,50,213,96,1683,SF,58044000
Chris Bosh,16022500,27,57,57,2007,0.487,0.286,0.821,94,358,103,51,45,117,128,1025,PF,58044000
Mario Chalmers,4000000,25,64,64,1825,0.448,0.388,0.792,16,155,222,97,11,142,166,627,PF,58044000
Dwyane Wade,15691000,30,49,49,1625,0.497,0.268,0.791,73,164,225,82,63,129,110,1082,SG,58044000
Udonis Haslem,3780000,31,64,10,1589,0.423,0,0.814,117,353,42,35,24,60,142,385,PF,58044000
Shane Battier,3000000,33,65,10,1499,0.387,0.339,0.622,56,100,82,64,33,37,105,311,SF,58044000
Joel Anthony,3600000,29,64,51,1349,0.559,0,0.69,100,150,9,36,84,45,126,219,C,58044000
Norris Cole,1035960,23,65,2,1260,0.393,0.276,0.776,21,70,133,44,2,105,124,441,PG,58044000
Mike Miller,5400000,31,39,2,752,0.435,0.453,0.4,22,106,42,14,6,30,58,237,SG,58044000
James Jones,1500000,31,51,10,666,0.38,0.404,0.833,6,43,19,17,9,10,45,185,SG,58044000
Terrel Harris,473604,24,22,1,318,0.349,0.205,0.667,18,33,26,9,2,25,34,80,SG,58044000
Dexter Pittman,762195,23,35,6,301,0.468,0,0.643,27,44,9,8,8,17,73,106,C,58044000
Juwan Howard,1352181,38,28,0,190,0.309,0,0.8,18,29,10,4,1,20,18,42,PF,58044000
Eddy Curry,1229255,29,14,1,83,0.462,0,0.75,4,8,1,0,2,10,17,30,C,58044000
Mickell Gladness,248263,25,8,0,28,0.333,0,0,1,10,2,1,1,3,8,2,PF,58044000
Brandon Jennings,2493720,22,66,66,2331,0.418,0.332,0.808,49,177,365,104,22,146,114,1260,PG,58044000
Ersan Ilyasova,2541000,24,60,41,1655,0.492,0.455,0.781,196,333,71,42,44,76,133,782,PF,58044000
Carlos Delfino,3500000,29,54,53,1537,0.402,0.36,0.792,20,188,123,79,10,66,99,488,SF,58044000
Drew Gooden,6226200,30,56,46,1469,0.437,0.291,0.846,130,233,144,46,34,109,112,766,C,58044000
Mike Dunleavy,3750000,31,55,3,1445,0.474,0.399,0.811,29,175,117,28,8,58,87,677,SF,58044000
Shaun Livingston,3500000,26,58,27,1092,0.469,0.667,0.785,39,84,122,27,20,66,79,318,SG,58044000
Beno Udrih,6925400,29,59,0,1080,0.44,0.288,0.709,26,76,227,37,1,77,69,348,SG,58044000
Luc Mbah a Moute,5000000,25,43,22,1009,0.51,0.25,0.641,77,150,29,40,22,39,93,333,PF,58044000
Stephen Jackson,9256500,33,26,13,712,0.357,0.278,0.833,16,66,77,26,6,66,61,274,SF,58044000
Larry Sanders,1861920,23,52,0,643,0.457,0,0.474,62,98,33,32,76,43,133,186,PF,58044000
Jon Leuer,473604,22,46,12,555,0.508,0.333,0.75,45,75,25,14,17,18,67,218,PF,58044000
Tobias Harris,1418160,19,42,9,479,0.467,0.261,0.815,30,71,22,13,7,31,45,208,SF,58044000
Andrew Bogut,12000000,27,12,12,364,0.449,0,0.609,22,78,31,12,24,24,36,136,C,58044000
Jon Brockman,1000000,24,35,0,239,0.333,0,0.467,33,42,9,4,1,10,33,37,PF,58044000
Darington Hobson,245884,24,5,0,39,0.154,0,0,0,3,6,0,0,2,1,4,SG,58044000
Luol Deng,12325000,26,54,54,2129,0.412,0.367,0.77,77,273,157,56,36,96,81,828,SF,58044000
Carlos Boozer,13500000,30,66,66,1948,0.532,0,0.693,114,450,125,63,24,115,168,991,PF,58044000
Joakim Noah,12000000,26,64,64,1945,0.508,0,0.748,242,387,160,41,92,92,162,652,C,58044000
Ronnie Brewer,4710000,26,66,43,1635,0.427,0.275,0.56,72,159,137,72,21,59,64,455,SG,58044000
Kyle Korver,5000000,30,65,7,1469,0.432,0.435,0.833,26,133,112,36,15,53,110,529,SG,58044000
Derrick Rose,6993708,23,39,39,1375,0.435,0.312,0.812,26,105,307,35,28,119,52,852,PG,58044000
Taj Gibson,1195680,26,63,0,1284,0.495,0,0.622,135,197,47,27,81,60,131,484,PF,58044000
C.J. Watson,3400000,27,49,25,1159,0.368,0.393,0.808,21,84,200,45,8,97,103,474,PG,58044000
Omer Asik,1857500,25,66,2,971,0.506,0,0.456,127,223,32,30,68,68,121,205,C,58044000
John Lucas III,915852,29,49,2,726,0.399,0.393,0.875,22,54,108,19,1,42,42,369,PG,58044000
Richard Hamilton,5000000,33,28,28,697,0.452,0.37,0.784,20,46,84,12,1,49,56,326,SG,58044000
Jimmy Butler,1020960,22,42,0,359,0.405,0.182,0.768,23,33,14,11,5,14,20,109,SG,58044000
Brian Scalabrine,1352181,33,28,0,122,0.467,0.143,0.5,8,13,15,5,6,9,9,32,PF,58044000
Mike James,277566,36,11,0,120,0.408,0.6,0.875,2,8,29,4,2,14,20,53,PG,58044000
Brandon Knight,2563320,20,66,60,2129,0.415,0.38,0.759,33,178,251,49,10,171,154,847,PG,58044000
Tayshaun Prince,6292135,31,63,63,2087,0.421,0.356,0.774,72,209,153,27,32,74,77,798,SF,58044000
Greg Monroe,3007920,21,66,66,2082,0.521,0,0.739,239,398,152,83,46,161,180,1015,C,58044000
Rodney Stuckey,8500000,25,55,48,1644,0.429,0.317,0.834,38,104,210,44,10,106,124,812,SG,58044000
Jonas Jerebko,4500000,24,64,13,1468,0.468,0.302,0.806,96,212,43,41,21,66,162,556,PF,58044000
Jason Maxiell,5000000,28,65,42,1466,0.478,0,0.547,126,207,41,32,50,71,151,424,PF,58044000
Ben Gordon,11600000,28,52,21,1398,0.442,0.429,0.86,14,107,127,34,11,115,114,648,SG,58044000
Ben Wallace,2246400,37,62,11,980,0.395,0.25,0.34,81,188,43,47,51,34,60,85,C,58044000
Damien Wilkins,1146337,32,60,2,922,0.394,0.304,0.63,22,78,44,29,13,30,85,193,SF,58044000
Austin Daye,1929600,23,41,4,603,0.322,0.21,0.814,14,77,33,22,21,40,62,194,SF,58044000
Will Bynum,3250000,29,36,0,514,0.381,0.241,0.766,10,46,66,23,3,54,61,204,PG,58044000
Walker Russell,374289,29,28,0,357,0.347,0.308,0.636,7,19,58,18,1,33,29,84,PG,58044000
Charlie Villanueva,7540000,27,13,0,180,0.385,0.333,0.857,9,39,6,7,5,7,25,91,PF,58044000
Vernon Macklin,473604,25,23,0,135,0.543,0,0.571,14,20,5,4,4,3,9,46,C,58044000
Danny Granger,12015904,28,62,62,2062,0.416,0.381,0.873,79,228,109,62,40,110,144,1159,SF,58044000
Paul George,2406240,21,66,66,1958,0.44,0.385,0.802,56,314,158,108,38,117,191,798,SG,58044000
Roy Hibbert,2588590,25,65,65,1937,0.497,0,0.711,213,359,108,32,128,128,195,834,C,58044000
David West,10000000,31,66,66,1925,0.487,0.222,0.807,118,315,140,52,46,93,160,842,PF,58044000
Darren Collison,1455960,24,60,56,1878,0.44,0.362,0.83,30,157,287,49,14,114,101,621,PG,58044000
Tyler Hansbrough,2138040,26,66,0,1442,0.405,0,0.813,113,177,30,54,9,65,159,614,PF,58044000
George Hill,2086360,25,50,9,1274,0.442,0.367,0.778,31,120,145,42,17,52,98,481,PG,58044000
Dahntay Jones,2700000,31,65,3,1052,0.409,0.429,0.838,23,94,63,23,11,46,119,346,SF,58044000
Lou Amundson,2403000,29,60,0,753,0.43,0,0.427,94,128,14,27,44,45,125,213,PF,58044000
A.J. Price,854389,25,44,1,568,0.339,0.295,0.8,13,48,86,20,2,32,30,172,PG,58044000
Lance Stephenson,810000,21,42,1,442,0.376,0.133,0.471,12,41,46,21,5,36,30,106,SG,58044000
Jeff Foster,3000000,35,11,0,141,0.5,1,0.667,18,24,4,8,1,7,26,25,C,58044000
Antawn Jamison,15076715,35,65,65,2151,0.403,0.341,0.683,123,285,131,51,43,90,164,1118,PF,58044000
Alonzo Gee,854389,24,63,31,1827,0.412,0.321,0.788,101,221,113,83,17,114,149,665,SG,58044000
Kyrie Irving,5144280,19,51,51,1558,0.469,0.399,0.872,44,147,275,54,20,160,110,944,PG,58044000
Tristan Thompson,3726600,20,60,25,1424,0.439,0,0.552,187,202,27,27,62,81,134,494,PF,58044000
Omri Casspi,1341960,23,65,35,1341,0.403,0.315,0.685,63,165,66,37,21,64,115,459,SF,58044000
Anthony Parker,2250000,36,51,51,1280,0.433,0.362,0.625,10,128,120,38,7,50,65,367,SF,58044000
Ramon Sessions,762195,25,41,4,1006,0.398,0.419,0.83,19,108,212,27,1,82,63,430,PG,58044000
Daniel Gibson,4403834,25,35,7,916,0.351,0.396,0.791,11,90,76,26,16,45,69,263,SG,58044000
Samardo Samuels,762195,23,54,0,825,0.455,0,0.701,63,117,20,20,20,56,113,292,C,58044000
Anderson Varejao,7700000,29,25,25,785,0.514,0,0.672,109,178,43,35,17,45,62,271,C,58044000
Donald Sloan,4403834,24,25,11,608,0.403,0.091,0.808,15,44,92,10,3,42,32,165,PG,58044000
Manny Harris,122942,22,26,5,456,0.4,0.333,0.695,11,59,31,13,6,27,28,173,SG,58044000
Ryan Hollins,2483333,27,24,7,362,0.5,0,0.6,25,31,6,4,12,24,55,89,C,58044000
Semih Erden,762195,25,28,9,333,0.527,0,0.512,20,52,9,10,5,16,60,99,C,58044000
Luke Harangody,762195,24,21,1,231,0.354,0.238,0.75,20,33,6,6,3,4,17,60,PF,58044000
Mychel Thompson,168035,23,5,3,95,0.292,0.364,0,0,5,7,2,1,5,8,18,SG,58044000
Christian Eyenga,1097520,22,6,0,83,0.158,0.5,0.333,3,9,4,3,4,2,7,9,SF,58044000
Ben Uzoh,61433,23,2,0,13,0.4,0,0,2,2,2,1,0,0,1,4,PG,58044000
